text,link,publish,title
 ■ 深圳特区报记者 闻坤 科技是国家强盛之基，创新是民族进步之魂。 习近平总书记指出，“国家要走创新发展之路”。2015年1月，习近平总书记对深圳工作作出重要批示，要求深圳牢记使命，勇于创新，不断增创新优势、迈上新台阶。 几年来，深圳牢记习近平总书记的嘱托，坚持创新驱动发展战略，抢抓新一轮科技和产业变革战略机遇，努力建成更高水平的国家自主创新示范区，通过打造综合创新生态体系，持续加大研发投入，加强创新载体建设，涌现出一大批创新型企业，创新成为推动深圳经济发展的主引擎。 谋创新就是谋未来。深圳30多年来跨越式发展，可以说每一次都是踩准节奏、不断主动升级的结果。从深圳速度到深圳质量，深圳创新发展理念，坚持质量引领、创新驱动，推进新一轮创新发展战略布局，加快建设国际科技、产业创新中心。深圳，这座创新之城，正全力加速“领跑”。 转型升级 先进制造和新兴产业蓬勃发展 今年2月，深圳企业海能达中标俄罗斯2017年FIFA联合会杯及2018年FIFA世界杯Tetra通信网络建设项目。近几年，无论是北美电力、中哈油气管道，还是英国司法部、甚至英女王诞辰60周年安保系统，以及F1方程式、世界杯足球赛等各类国际“高大上”的重要场合，海能达越来越频密地出现。 海能达等企业成为深圳推动产业转型升级、实现创新发展的鲜活企业“样本”。 正当全球经济面临新旧动能转换之际，深圳在发展高新技术产业的同时，毅然淘汰高耗能、高污染、低产出的产业，布局战略性新兴产业和未来产业，推动产业转型升级。 “深圳从2009年开始实施战略性新兴产业规划，2013年底出台未来产业规划，目前形成了相对比较完备的战略性新兴产业发展规划。”市发改委相关负责人介绍。 新能源汽车、医疗设备、基因检测……一个个新兴产业在深圳崛起，从深圳走向世界。 发力先进制造，挺起制造业这一实体经济的“脊梁”。2016年，深圳出台支持科技创新、企业提升竞争力、人才优先发展等三大重磅政策，其中诸多措施为制造业做大做强注入了新的动力。 深圳转型升级成效显著，战略性新兴产业和先进制造业迅猛发展。2016年，深圳战略性新兴产业对GDP增长贡献率提高到53%，先进制造业占工业比重超过70%。 创新驱动 加速向引领式创新迈进 近几年全球经济持续低迷，深圳经济一枝独秀，持续增长。华为、大疆等一批高科技企业的增速，领先全球同行，全球竞争话语权不断增强。 唯有创新才有出路。在深圳，创新基因早已融入城市的血脉。  深圳把创新提高到城市发展战略的高度，加强创新体系顶层设计，深圳先后出台全国首部国家创新型城市总体规划、促进科技创新的地方性法规、自主创新“33条”、创新驱动发展“1+10”文件等系列政策， 构建了覆盖各领域的创新政策体系，在全国率先提出了创新驱动发展战略作为城市的主导战略。 “深圳提出了下一步科技、产业创新发展的‘十大行动计划’，今年一季度启动基础研究机构、诺贝尔奖科学家实验室和海外创新中心的建设工作。”市科技创新委相关负责人表示。 新的创新载体加速落户深圳。目前，中国内地首个以诺贝尔奖得主命名的研究机构——南科大格拉布斯研究院，其办公楼正在进行装修，工地一片忙碌。南科大格拉布斯研究院执行院长张绪穆告诉记者，研究院定位为超前规划、超高标准配置的国际顶尖级别的研究平台。 世界一流、诺奖级，是格拉布斯研究院的招牌，它从一个侧面显现出深圳建设国际科技、产业创新中心的雄心壮志。几组数据，折射出深圳的创新活力。2016年，深圳全社会研发投入超过800亿元，占GDP比重提高至4.1%，超过欧美发达国家水平；PCT国际专利申请量增长约50%，占全国一半，连续10年位居全国各大城市之首；全市拥有国家、省、市级各类创新载体1493家，覆盖经济社会发展主要领域，为强化原始创新提供了有力支撑。 深化双创 激活全民智慧点燃“双创”激情 2013年，海归博士黄源浩带着核心团队来到深圳，在南山区租了一间不大的办公室，成立了奥比中光。不久，黄源浩的3D传感团队获得深圳市“孔雀计划”团队第一名，市政府支持了4000万元资金。 短短几年间，在3D传感领域，奥比中光与微软、苹果、英特尔等国际巨头媲美——国内第一家，苹果、微软、英特尔之后，全球第四家量产3D传感器的公司，申请专利超过120项，相关技术领先全球。 黄源浩等创业家书写了精彩动人的创业篇章，深深打上深圳的烙印。还有无数创业者在继续践行他们的创业梦想。 为促进创客发展，推动大众创业、万众创新，激发全社会的创新创业活力，深圳先后出台了《深圳市促进创客发展三年行动计划（2015-2017年）》《深圳市关于促进创客发展的若干措施（试行）》等政策，设立5亿元创客专项资金和3亿元创客基金，从创客空间、创客人才、创客服务等方面全方位支持创客发展。 目前，全球五百强在深圳设立总部的数量已突破275家。深圳正成为全球“创客之都”，培育了40家创客服务平台和194家创业孵化载体。目前，深圳经认证和资助的孵化载体（包括创客空间和孵化器等）共180家，在孵企业6000余家。到2017年底，预计全市创客空间数量将超过300家。 创新城市的创业激情，被彻底点燃。自率先启动商事登记制度改革以来，深圳累计实有商事主体逾265万户，深圳创业密度居全国大中城市首位。商事制度改革简政放权，有效激发了市场活力，深圳商事主体呈“井喷式”增长，有力地促进了大众创业、万众创新。深圳，已成为名副其实的创业之都。,http://sztqb.sznews.com/html/2017-03/05/content_3737273.htm,"
 2017年03月05日 星期天
 ",创新成为深圳经济发展主引擎---深圳特区报
